source,target,weight
YuriSCavalcante,Suzano_info,1
YuriSCavalcante,BrunoCalixto22,1
Yourpurposeee,lazarorosa25,1
Yourpurposeee,euailze,1
Yourpurposeee,_Janoninho,1
_FlavisCarvalho,buarqueana13,1
Yourpurposeee,DREEZ_171,1
Yenor_lanoican,Danicarlasou,1
Yenor_lanoican,DCDM115,1
YasminnBarbosa1,Wallcostajf,1
YasminnBarbosa1,CinthiaMagal,1
YNakayamo,vanzuty,1
YNakayamo,Luisoli21929060,1
YNakayamo,JoaquinTeixeira,1
ZadraDaniele,Suzano_info,1
ZadraDaniele,Wallcostajf,1
ZadraDaniele,mara_selma,1
ZeliVanderlei,MarcelaSaraivas,1
_FlavisCarvalho,DREEZ_171,1
ZipZum,UdaJuris2022,1
ZeliaMaran,marcosaraujjoo,1
ZeliaMaran,lazarorosa25,1
ZeliaMaran,joaodomenech,1
ZeliaMaran,euailze,1
ZeliaMaran,cesarcalejon1,1
ZeliaMaran,buarqueana13,1
ZeliaMaran,_Janoninho,1
ZeliaMaran,Robi73589635,1
ZeliaMaran,MarcelaSaraivas,1
ZeliaMaran,EdsonFilho74,1
ZeliaMaran,DREEZ_171,1
ZeliaMaran,CarlosS48442375,1
ZeliaMaran,BrilhaEstrela13,1
ZeliVanderlei,buarqueana13,1
ZeliVanderlei,_Janoninho,1
fabiolabarcela,DREEZ_171,1
gayLulista13,MarcelaSaraivas,1
fabiolabarcela,RonaldoJBBarros,1
paulorgdiniz,Danicarlasou,1
pacato13760420,CornetaCritica,1
p_paula11,Suzano_info,1
p_paula11,MauricioCostaRS,1
p_paula11,JoaquinTeixeira,1
p_paula11,FelipZimmer,1
p_paula11,Danicarlasou,1
oxijulhaa,Wallcostajf,1
oxijulhaa,BrunoCalixto22,1
orgulho_2,um_forte,1
orgulho_2,martinha17_,1
orgulho_2,lira9344529,1
orgulho_2,leojardels,1
orgulho_2,joaovoltou,1
orgulho_2,joaoeliud,1
orgulho_2,cpavanini,1
orgulho_2,aro_marcia,1
orgulho_2,anascherer83,1
orgulho_2,addrianomax,1
orgulho_2,WillianWillCG,1
pacato13760420,CrisSilvaSJC,1
pacato13760420,DREEZ_171,1
pacato13760420,EdsonFilho74,1
pacato13760420,lazarorosa25,1
paulofs2002,Danicarlasou,1
paulaasssompcao,Danicarlasou,1
paula37095125,Suzano_info,1
paula37095125,LeoniceMariana1,1
patriotalovers,Jouberth19,1
patriaeordem,Danicarlasou,1
pacato13760420,nadiaprado7,1
pacato13760420,marcosaraujjoo,1
pacato13760420,giordano_girl,1
pacato13760420,JRBRONKO,1
pacato13760420,euailze,1
pacato13760420,daniduncan,1
pacato13760420,consallys,1
pacato13760420,claudiofalatudo,1
pacato13760420,buarqueana13,1
pacato13760420,adamoantonioni,1
pacato13760420,Rosaniba,1
pacato13760420,MarcelaSaraivas,1
orgulho_2,Wallcostajf,1
orgulho_2,UdaJuris2022,1
orgulho_2,RozanaFranco,1
oiii__rodrigo,buarqueana13,1
ootremcaioxx,adamoantonioni,1
ootremcaioxx,WalterS30842644,1
ootremcaioxx,MarcelaSaraivas,1
ootremcaioxx,CrisSilvaSJC,1
oiii__rodrigo,lazarorosa25,1
oiii__rodrigo,euailze,1
oiii__rodrigo,consallys,1
oiii__rodrigo,cesarcalejon1,1
ohjuel,MauricioCostaRS,1
ootremcaioxx,cervejadgarrafa,1
nsejalienado,vanete_araujo,1
nsejalienado,MauricioCostaRS,1
nirlamarques,LidiaConta,1
ninicarvalho,joaodomenech,1
nimsay_ya,lazarorosa25,1
nimsay_ya,Solphis_chan,1
nimsay_ya,DREEZ_171,1
nilo_casemiro,Wallcostajf,1
ootremcaioxx,buarqueana13,1
ootremcaioxx,cesarcalejon1,1
orgulho_2,Lindasod,1
orgulho_2,DadsDaughter777,1
orgulho_2,HelenaMeis,1
orgulho_2,FranLSNeto,1
orgulho_2,FelipeFrazaorj,1
orgulho_2,Elainnefaria1,1
orgulho_2,Ebenezer0102,1
orgulho_2,EMorengueira,1
orgulho_2,DireitaMaria,1
orgulho_2,DanaButlerr,1
orgulho_2,BrunoCalixto22,1
ootremcaioxx,consallys,1
orgulho_2,BaraoFarias,1
orgulho_2,Adriana_SNN,1
opinamundos,Kaiqueporto32,1
ootremcaioxx,nadiaprado7,1
ootremcaioxx,lolaescreva,1
ootremcaioxx,lazarorosa25,1
ootremcaioxx,euailze,1
ootremcaioxx,daniduncan,1
paulofs2002,marcoaurelio969,1
paulorgdiniz,JoaquinTeixeira,1
rochamikas44,Karinegtoledo,1
paulorgdiniz,UdaJuris2022,1
ricardo10099129,consallys,1
ricardo10099129,buarqueana13,1
ricardo10099129,SessaAriel,1
ricardo10099129,RonaldoJBBarros,1
ricardo10099129,JRBRONKO,1
reyjbr2004,lazarorosa25,1
reyjbr2004,buarqueana13,1
renatarecreio,marcoaurelio969,1
renatarecreio,dilo234fmg,1
renatarecreio,belcrischagas,1
renatarecreio,almacigana7,1
renatarecreio,Gerlanecostaf,1
renatarecreio,DireitaMaria,1
reinaldo6763,Suzano_info,1
rd12493055,lazarorosa25,1
rd12493055,claudiofalatudo,1
rd12493055,cesarcalejon1,1
raquel_bernarda,Suzano_info,1
raquel_bernarda,Pittyprovesi,1
ricardo10099129,euailze,1
ricardo10099129,fonncllau10,1
ricardo37347725,FelipZimmer,1
roberto14874577,Elainnefaria1,1
rochamikas44,DCDM115,1
robledorap,TelesCombate,1
roberto_moyses,vanete_araujo,1
roberto_moyses,MauricioCostaRS,1
roberto_moyses,JoaquinTeixeira,1
roberto_moyses,CinthiaMagal,1
roberto14874577,Suzano_info,1
roberto14874577,FelipZimmer,1
roberto14874577,Danicarlasou,1
ritaderibeiro,Suzano_info,1
robertarocha66,lidiacorrea20,1
robertarocha66,lazarorosa25,1
rluiz99,joaovoltou,1
rluiz99,UdaJuris2022,1
rluiz99,MauricioCostaRS,1
rluiz99,Karinegtoledo,1
ritaderibeiro,linapaulaqueir1,1
ritaderibeiro,aro_marcia,1
raquel_bernarda,DCDM115,1
ramosdopiaty,aro_marcia,1
profvalentimbr,cesarcalejon1,1
picrogo,buarqueana13,1
pinkylvtc,John_N4varro,1
pinkylvtc,Elainnefaria1,1
pinkylvtc,Douglasvet33,1
pinkylvtc,DCDM115,1
picrogo,winsletpaulson,1
picrogo,relidafernanda,1
picrogo,danielmarks17,1
picrogo,consallys,1
peleperfeita,Suzano_info,1
pinkylvtc,Suzano_info,1
pedelouro_elton,Suzano_info,1
pcemig78,martinha17_,1
pcemig78,aro_marcia,1
pcemig78,MrochaNysoft,1
pcemig78,Luisoli21929060,1
pcemig78,LeoniceMariana1,1
pcemig78,FelipeFrazaorj,1
pcemig78,Amoresvidafeliz,1
pinkylvtc,Karinegtoledo,1
poesierichel,buarqueana13,1
profis_cleber,sorayabborges,1
primasilenciosa,MarcelaSaraivas,1
profis_cleber,fonncllau10,1
profis_cleber,_Janoninho,1
profis_cleber,JRBRONKO,1
prixx_piu,Suzano_info,1
primasilenciosa,marcosaraujjoo,1
primasilenciosa,lolaescreva,1
primasilenciosa,buarqueana13,1
primasilenciosa,OsBrizolistas,1
prasemprelula,sorayabborges,1
poesierichel,cervejadgarrafa,1
prasemprelula,euailze,1
prasemprelula,consallys,1
prasemprelula,buarqueana13,1
poesierichel,nadiaprado7,1
poesierichel,lazarorosa25,1
poesierichel,joaodomenech,1
poesierichel,euailze,1
poesierichel,cesarcalejon1,1
nilo_casemiro,UdaJuris2022,1
nilo_casemiro,Suzano_info,1
nilo_casemiro,Karinegtoledo,1
nilo_casemiro,CinthiaMagal,1
miriana_martins,buarqueana13,1
miniondestro,psy_fps,1
miniondestro,Norivalrockjr,1
miniondestro,Elilima001,1
miniondestro,CinthiaMagal,1
millemoreira,Tio_Mou,1
millemoreira,MauricioCostaRS,1
millemoreira,JoaquinTeixeira,1
millasatscor,linapaulaqueir1,1
millasatscor,Wagner_R_O,1
millasatscor,UdaJuris2022,1
millasatscor,DCDM115,1
milemile2022,lazarorosa25,1
milemile2022,_Janoninho,1
milemile2022,OceanAlves,1
milemile2022,MarcianoBrito13,1
michelle_psg,gabrielpaulo221,1
michelle_psg,Wallcostajf,1
michelle_psg,Liberte_o_BR,1
mirllaborgees,NikoIasFerreira,1
mirllaborgees,Suzano_info,1
mjmacul_lima,MauricioCostaRS,1
monteiro_marci,KaiolOof,1
monteiro_marci,lugubremonotomo,1
monteiro_marci,julyylacerda,1
monteiro_marci,belcrischagas,1
monteiro_marci,WillianWillCG,1
monteiro_marci,Suzano_info,1
monteiro_marci,MarloneBHMG,1
monteiro_marci,LidiaConta,1
monteiro_marci,Karinegtoledo,1
monteiro_marci,JoaquinTeixeira,1
mluiza1216,Tio_Mou,1
monteiro_marci,DCDM115,1
monteiro_marci,AppelLuciano,1
monemazza,Suzano_info,1
monemazza,JoaquinTeixeira,1
monemazza,Danicarlasou,1
moapassos,gabrielpaulo221,1
moapassos,_winston_br,1
moapassos,BrunoCalixto22,1
michelle_psg,Danicarlasou,1
mename29016356,Luisoli21929060,1
mename29016356,Edu210670,1
mary_joy_morais,EdsonFilho74,1
maubitencourt,EdsonFilho74,1
matzenbac,MauricioCostaRS,1
matzenbac,JoaquinTeixeira,1
mary_joy_morais,queenvermelha13,1
mary_joy_morais,lolaescreva,1
mary_joy_morais,consallys,1
mary_joy_morais,_Janoninho,1
mary_joy_morais,RonnyCombate,1
marta_santoa,marianelazaro,1
maubitencourt,cervejadgarrafa,1
marta_santoa,julyylacerda,1
marta56028719,psy_fps,1
marta56028719,Wallcostajf,1
marta56028719,MarloneBHMG,1
marta56028719,Kaiqueporto32,1
marta56028719,Elainnefaria1,1
marleisousa1972,leojardels,1
marleisousa1972,UdaJuris2022,1
maubitencourt,buarqueana13,1
maubitencourt,consallys,1
meihirataa,lugubremonotomo,1
mauriliofc,gabrielpaulo221,1
meihirataa,linapaulaqueir1,1
meihirataa,WillianWillCG,1
meihirataa,MauricioCostaRS,1
meihirataa,LeoewalF,1
meihirataa,Karinegtoledo,1
meihirataa,John_N4varro,1
meihirataa,GgmAndrews,1
meihirataa,Danicarlasou,1
mauriliofc,Wallcostajf,1
maubitencourt,daniduncan,1
mauriliofc,MauricioCostaRS,1
mauriliofc,JoaquinTeixeira,1
mauriliofc,GleissonOpus,1
mauricioprimo11,lira9344529,1
mauricioprimo11,Suzano_info,1
mauricioprimo11,Fiuzafirmao2,1
maubitencourt,lazarorosa25,1
maubitencourt,joaodomenech,1
monteiro_marci,vanzuty,1
mrslazzie,CornetaCritica,1
mrslazzie,CrisSilvaSJC,1
natanael14107,Suzano_info,1
netoguerraaa,Elainnefaria1,1
netoguerraaa,Danicarlasou,1
nema_uchoa,Elainnefaria1,1
neide_vp,lugubremonotomo,1
neide_vp,Suzano_info,1
neide_vp,John_N4varro,1
neide_vp,CinthiaMagal,1
natanael14107,claryene,1
natanael14107,Rickys_Ricardo3,1
netoguerraaa,KaiolOof,1
natanael14107,Karinegtoledo,1
nanda_md2011,linapaulaqueir1,1
nanda_md2011,leojardels,1
nanda_md2011,John_N4varro,1
nanda_md2011,CinthiaMagal,1
nadiaprado7,zurenemanique,1
nadiaprado7,sorayabborges,1
nadiaprado7,oicram2016,1
netoguerraaa,JoaquinTeixeira,1
netoguerraaa,MauricioCostaRS,1
nadiaprado7,lolaescreva,1
newesameth,cesarcalejon1,1
neybuenosc,Danicarlasou,1
newswordbrazil,goncalves273,1
newswordbrazil,aro_marcia,1
newswordbrazil,LeandroMTakano,1
newswordbrazil,Karinegtoledo,1
newswordbrazil,Danicarlasou,1
newswordbrazil,DCDM115,1
newswordbrazil,Claudio25924351,1
newesameth,buarqueana13,1
netoguerraaa,MeirocaSoares,1
newesameth,_Janoninho,1
newesameth,RonnyCombate,1
newesameth,CornetaCritica,1
neveswalter1,mjmacul_lima,1
neveswalter1,JoaquinTeixeira,1
neveswalter1,Elainnefaria1,1
netoguerraaa,vanete_araujo,1
netoguerraaa,PatriaAmada0709,1
nadiaprado7,marcosaraujjoo,1
nadiaprado7,lazarorosa25,1
mrslazzie,DielNascimento4,1
myagaucha,BrunoCalixto22,1
nadiaprado7,JRBRONKO,1
nadiaprado7,EdsonFilho74,1
nadiaprado7,DielNascimento4,1
nadiaprado7,DREEZ_171,1
nadiaprado7,CarlosS48442375,1
nadiaprado7,AngelJones_13,1
myagaucha,LeandroMTakano,1
myagaucha,JoaquinTeixeira,1
murillomtzz,MauricioCostaRS,1
nadiaprado7,MDu2022,1
murillomtzz,Jouberth19,1
mukinha_samu3l,UdaJuris2022,1
mukinha_samu3l,MauricioCostaRS,1
mukinha_samu3l,Danicarlasou,1
mrslazzie,lazarorosa25,1
mrslazzie,claudiofalatudo,1
mrslazzie,_Janoninho,1
mrslazzie,EdsonFilho74,1
nadiaprado7,LulaSilvaLivre,1
nadiaprado7,M_Cristian18,1
nadiaprado7,giordano_girl,1
nadiaprado7,cesarcalejon1,1
nadiaprado7,fonncllau10,1
nadiaprado7,euailze,1
nadiaprado7,elianeespindo14,1
nadiaprado7,didizinhailha,1
nadiaprado7,danielmarks17,1
nadiaprado7,daniduncan,1
nadiaprado7,consallys,1
nadiaprado7,claudiofalatudo,1
nadiaprado7,cervejadgarrafa,1
nadiaprado7,MarcelaSaraivas,1
nadiaprado7,cassiooliveir_,1
nadiaprado7,buarqueana13,1
nadiaprado7,alexandrarubima,1
nadiaprado7,TiciaEvans,1
nadiaprado7,RonnyCombate,1
nadiaprado7,RonaldoJBBarros,1
nadiaprado7,OceanAlves,1
nadiaprado7,OBrizolulista,1
rochamikas44,Kaiqueporto32,1
rodferreirasouz,Danicarlasou,1
marleisousa1972,EndterPierre,1
viana_lapolli,BrunoCalixto22,1
vaz_eunice,OsBrizolistas,1
vaz_eunice,MarcelaSaraivas,1
vaz_eunice,EdsonFilho74,1
vaz_eunice,CrisSilvaSJC,1
vaz_eunice,CarlosS48442375,1
vanessvargas,vanete_araujo,1
vanessvargas,Jouberth19,1
vanessinha_st,Kaiqueporto32,1
vanessinha_st,Danicarlasou,1
vanercarmo,Suzano_info,1
vand_lei,MauricioCostaRS,1
vand_lei,JoaquinTeixeira,1
valentinameyer,aro_marcia,1
vagnerfurquim1,DCDM115,1
upelele01,nadiaprado7,1
upelele01,lazarorosa25,1
upelele01,euailze,1
upelele01,DREEZ_171,1
um_forte,um_forte,1
vaz_eunice,Rosaniba,1
vaz_eunice,buarqueana13,1
vaz_eunice,cesarcalejon1,1
vennicio,LeandroMTakano,1
viana_lapolli,AppelLuciano,1
viana_lapolli,Andrisa01,1
viana_lapolli,AlvesContabeis,1
vha_direta,mjmacul_lima,1
vha_direta,JoaquinTeixeira,1
vha_direta,DCDM115,1
veralindagon,FelipZimmer,1
vennicio,LueltonB,1
vendaslotes,joaoeliud,1
vaz_eunice,claudiofalatudo,1
vcoura,Wallcostajf,1
vaz_eunice,zurenemanique,1
vaz_eunice,nadiaprado7,1
vaz_eunice,lucivaniasousa,1
vaz_eunice,lazarorosa25,1
vaz_eunice,kelvin_a10,1
vaz_eunice,euailze,1
vaz_eunice,daniduncan,1
twitaali,UdaJuris2022,1
twitaali,Elainnefaria1,1
twitaali,BrunoCalixto22,1
thymarirochagm1,EdsonFilho74,1
todorumba,UdaJuris2022,1
tianepps,MauricioCostaRS,1
tianepps,Kaiqueporto32,1
tianepps,CinthiaMagal,1
tianepps,BrunoCalixto22,1
thymarirochagm1,lazarorosa25,1
thymarirochagm1,RonnyCombate,1
thymarirochagm1,MarcelaSaraivas,1
thiagom23972049,lugubremonotomo,1
toimdacacamba,_Janoninho,1
thiagom23972049,goncalves273,1
terezajunquilh2,nostrendsbrasil,1
terezajunquilh2,lolaescreva,1
terezajunquilh2,lazarorosa25,1
terezajunquilh2,consallys,1
terezajunquilh2,_Janoninho,1
teammcbiel,JoaquinTeixeira,1
tatianedures,Wallcostajf,1
todorumba,vanete_araujo,1
tomcatspeedi,Danicarlasou,1
twitaali,AppelLuciano,1
tudodiatodo,euailze,1
twitLacro,vanete_araujo,1
twitLacro,UdaJuris2022,1
twitLacro,Suzano_info,1
twitLacro,MauricioCostaRS,1
twitLacro,LeoewalF,1
twitLacro,Danicarlasou,1
twitLacro,CinthiaMagal,1
tudodiatodo,lazarorosa25,1
tudodiatodo,MarcelaSaraivas,1
tomcatspeedi,John_N4varro,1
tudodiatodo,DREEZ_171,1
ttangerino,Elainnefaria1,1
tri_jason,Elainnefaria1,1
trakinasyummy,RejaneBP38,1
trakinasyummy,Kaiqueporto32,1
trakinasyummy,Elainnefaria1,1
trakinasyummy,AspasDireita,1
tomcatspeedi,Kaiqueporto32,1
viana_lapolli,AspasDireita,1
viana_lapolli,CinthiaMagal,1
rodferreirasouz,Suzano_info,1
viana_lapolli,FelipeFrazaorj,1
xandaoloc,vanzuty,1
xandaoloc,vanete_araujo,1
xandaoloc,Wagner_R_O,1
winsletpaulson,claudiofalatudo,1
willians_caires,Wallcostajf,1
wandafolter1950,Wallcostajf,1
wandafolter1950,UdaJuris2022,1
wandafolter1950,RejaneBP38,1
wagnerlbc,lugubremonotomo,1
wagnerlbc,aro_marcia,1
wagnerlbc,UdaJuris2022,1
wagnerlbc,MarloneBHMG,1
wagnerlbc,Karinegtoledo,1
wagnerlbc,John_N4varro,1
wagnerlbc,GleissonOpus,1
wagnerlbc,FelipeFrazaorj,1
wagnerlbc,BrunoCalixto22,1
wagnerlbc,AspasDireita,1
wagnerlbc,AlvesContabeis,1
xandevolp,Kaiqueporto32,1
xandevolp,Luisoli21929060,1
zebedeudascoves,EdsonFilho74,1
zelatorre,lolaescreva,1
zz4fap,consallys,1
zz4fap,claudiofalatudo,1
zz4fap,cervejadgarrafa,1
zz4fap,RonnyCombate,1
zz4fap,MarcianoBrito13,1
zz4fap,CrisSilvaSJC,1
zurenemanique,carloscdias,1
zurenemanique,Mu29964508Marta,1
zelatorre,lazarorosa25,1
zebedeudascoves,RonnyCombate,1
zelatorre,cesarcalejon1,1
zelatorre,cervejadgarrafa,1
zelatorre,WalterS30842644,1
zefvidal,linapaulaqueir1,1
zefvidal,BaraoFarias,1
zecab,Danicarlasou,1
zecab,DCDM115,1
zebedeudascoves,queenvermelha13,1
wagnerlbc,AdrianeNelci,1
wacolan,Suzano_info,1
wacolan,JoaquinTeixeira,1
viana_lapolli,camilapa21,1
victorbuchmann_,Robi73589635,1
victorbuchmann_,MarcelaSaraivas,1
victorbuchmann_,DREEZ_171,1
viana_lapolli,vanzuty,1
viana_lapolli,nirlamarques,1
viana_lapolli,joaovoltou,1
viana_lapolli,goncalves273,1
viana_lapolli,gabrielpaulo221,1
viana_lapolli,aro_marcia,1
victorbuchmann_,daniduncan,1
viana_lapolli,_winston_br,1
viana_lapolli,Wallcostajf,1
viana_lapolli,PatriaAmada0709,1
viana_lapolli,MeirocaSoares,1
viana_lapolli,MarloneBHMG,1
viana_lapolli,John_N4varro,1
viana_lapolli,JoaquinTeixeira,1
viana_lapolli,HelenaMeis,1
victorbuchmann_,cervejadgarrafa,1
victorbuchmann_,lazarorosa25,1
wacolan,FelipZimmer,1
vnia_wenzel1,DCDM115,1
vrgncafe,EduPatricioSP,1
vpmscelso,almacigana7,1
vpmscelso,Suzano_info,1
vpmscelso,RejaneBP38,1
vpmscelso,LueltonB,1
vnia_wenzel1,aro_marcia,1
vnia_wenzel1,MarloneBHMG,1
vnia_wenzel1,Elainnefaria1,1
vnia_wenzel1,BrunoCalixto22,1
vieiraronnie24,MauricioCostaRS,1
vlds_jr,marcosaraujjoo,1
vlds_jr,joaodomenech,1
vlds_jr,claudiofalatudo,1
vlds_jr,cervejadgarrafa,1
vitofeliccio,LeoniceMariana1,1
vitofeliccio,JoaquinTeixeira,1
vini__vargas,JoaquinTeixeira,1
vini__vargas,Danicarlasou,1
tatianedures,MauricioCostaRS,1
tatianedures,Kaiqueporto32,1
tatianedures,KaiolOof,1
tatianedures,BrunoCalixto22,1
sa_carlos,claudiofalatudo,1
sa_carlos,cesarcalejon1,1
sa_carlos,cervejadgarrafa,1
sa_carlos,buarqueana13,1
sa_carlos,MarcelaSaraivas,1
sa_carlos,EdsonFilho74,1
ruth_chagas_51,joaodomenech,1
ruth_chagas_51,eliiwelton,1
ruth_chagas_51,didizinhailha,1
ruth_chagas_51,_Janoninho,1
ruth_chagas_51,MarcianoBrito13,1
ruth_chagas_51,Dan_SK,1
rudneygr,Suzano_info,1
rosydayane_,Kaiqueporto32,1
rosydayane_,CinthiaMagal,1
rosinha_br,Tio_Mou,1
rosinha_br,Luisoli21929060,1
rosinha_br,LeoniceMariana1,1
rosinha_br,KaiolOof,1
sa_carlos,consallys,1
sa_carlos,daniduncan,1
sa_carlos,euailze,1
sandraschulzcar,MarloneBHMG,1
sb_mariiah,BrunoCalixto22,1
saporito_andre,UdaJuris2022,1
saporito_andre,Suzano_info,1
saporito_andre,John_N4varro,1
santossonia407,marcosaraujjoo,1
santossonia407,lazarorosa25,1
sandraschulzcar,vanete_araujo,1
sandraschulzcar,PovoEosupremoBr,1
sandraschulzcar,LeoewalF,1
sa_carlos,lazarorosa25,1
sandraschulzcar,Fiuzafirmao2,1
sandraschulzcar,Danicarlasou,1
sandraschulzcar,CinthiaMagal,1
sahesilva19,fonncllau10,1
sahesilva19,alexandrarubima,1
sahesilva19,_Janoninho,1
sahesilva19,RonaldoJBBarros,1
sa_carlos,marcosaraujjoo,1
rosinha_br,Elainnefaria1,1
rosimei89565688,JoaquinTeixeira,1
rosimei89565688,BrunoCalixto22,1
rosielepamela1,DielNascimento4,1
rosielepamela1,ZeliVanderlei,1
rosielepamela1,VanessaCruzs2,1
rosielepamela1,RonnyCombate,1
rosielepamela1,Robi73589635,1
rosielepamela1,MarcianoBrito13,1
rosielepamela1,MarcelaSaraivas,1
rosielepamela1,M_Cristian18,1
rosielepamela1,EdsonFilho74,1
rosielepamela1,CarlosS48442375,1
rosielepamela1,buarqueana13,1
rosielepamela1,CamilaPazCosta1,1
rosenilda_sutil,MauricioCostaRS,1
rosenilda_sutil,Lindasod,1
rosenilda_sutil,Elainnefaria1,1
rooseveltribam3,buarqueana13,1
rooseveltribam3,CarlosS48442375,1
romeu_costenaro,Kaiqueporto32,1
rogersanctus,vanzuty,1
rosielepamela1,adamoantonioni,1
rosielepamela1,canalcoerencia,1
rosielepamela1,winsletpaulson,1
rosielepamela1,lolaescreva,1
rosielepamela1,velhodoriorj,1
rosielepamela1,rsafllics,1
rosielepamela1,relidafernanda,1
rosielepamela1,queenvermelha13,1
rosielepamela1,profalexmarcelo,1
rosielepamela1,oicram2016,1
rosielepamela1,nadiaprado7,1
rosielepamela1,lucivaniasousa,1
rosielepamela1,lazarorosa25,1
rosielepamela1,cassiooliveir_,1
rosielepamela1,kelvin_a10,1
rosielepamela1,euailze,1
rosielepamela1,danielmarks17,1
rosielepamela1,daniduncan,1
rosielepamela1,consallys,1
rosielepamela1,claudiofalatudo,1
rosielepamela1,cesarcalejon1,1
rosielepamela1,cervejadgarrafa,1
scarNascimento2,JoaquinTeixeira,1
sergionei_bozzo,CRISTOLUZ1000,1
sergionei_bozzo,Douglasvet33,1
soobser_23,GraziHenriques,1
soraya_naccache,DREEZ_171,1
soraya_naccache,CarlosS48442375,1
soraya_naccache,AngelJones_13,1
soobser_23,UdaJuris2022,1
soobser_23,Suzano_info,1
soobser_23,Rickys_Ricardo3,1
soobser_23,PolticaDVerdade,1
soobser_23,KaiolOof,1
soobser_23,GgmAndrews,1
soraya_naccache,cervejadgarrafa,1
soobser_23,Elainnefaria1,1
soobser_23,DoutorRedpill,1
soobser_23,Douglasvet33,1
soobser_23,Danicarlasou,1
soobser_23,DCDM115,1
soobser_23,CRISTOLUZ1000,1
soobser_23,Brasil_shelby,1
soobser_23,ApenasTruthNews,1
soraya_naccache,MarcelaSaraivas,1
soraya_naccache,consallys,1
soniagregorio4,marianelazaro,1
susana_schmoell,aro_marcia,1
tata1953,Hilton_Coelho,1
taniavitoria,Elainnefaria1,1
taldageo,Suzano_info,1
symone56288131,Wallcostajf,1
symone56288131,UdaJuris2022,1
symone56288131,Luisoli21929060,1
svennanciogmai1,lazarorosa25,1
susana_schmoell,linapaulaqueir1,1
sumidamancini,aro_marcia,1
soraya_naccache,euailze,1
sumidamancini,UdaJuris2022,1
sumidamancini,Danicarlasou,1
suelybianor,kelvin_a10,1
suelybianor,diegodeabreu,1
suelybianor,NoronhaNoronh4,1
suelybianor,MarcelaSaraivas,1
soraya_naccache,marcosaraujjoo,1
soraya_naccache,lazarorosa25,1
soobser_23,Alex__Lemos,1
soniagregorio4,lugubremonotomo,1
sergionei_bozzo,Julio_B_2022,1
sheila_sadaf,Edu210670,1
silvaalinea,lazarorosa25,1
silvaalinea,cesarcalejon1,1
silvaalinea,cervejadgarrafa,1
silvaalinea,_Janoninho,1
silvaalinea,EdsonFilho74,1
sheila_sadaf,aro_marcia,1
sheila_sadaf,Wallcostajf,1
sheila_sadaf,JoaquinTeixeira,1
sergionei_bozzo,willmourds,1
simoes_cassiano,BrunoCalixto22,1
sergionei_bozzo,vniacavalcante,1
sergionei_bozzo,vanete_araujo,1
sergionei_bozzo,julyylacerda,1
sergionei_bozzo,alexfmotta,1
sergionei_bozzo,RozanaFranco,1
sergionei_bozzo,Luisoli21929060,1
sergionei_bozzo,LeoniceMariana1,1
sergionei_bozzo,Karinegtoledo,1
simoes_cassiano,AndreaDamasce18,1
simoes_cassiano,KaiolOof,1
soniagregorio4,joaovoltou,1
soniagregorio4,Douglasvet33,1
soniagregorio4,Luisoli21929060,1
soniagregorio4,Lindasod,1
soniagregorio4,Kaiqueporto32,1
soniagregorio4,IvairSouza4,1
soniagregorio4,FelipeFrazaorj,1
soniagregorio4,FelipZimmer,1
soniagregorio4,Elainnefaria1,1
soniagregorio4,E_PaKabah,1
soniagregorio4,AspasDireita,1
simoes_cassiano,Wagner_R_O,1
socorro62653109,Suzano_info,1
socorro62653109,MauricioCostaRS,1
simonebaldo1,Wallcostajf,1
simonebaldo1,KaiolOof,1
simonebaldo1,JoaquinTeixeira,1
simonebaldo1,Danicarlasou,1
simoes_cassiano,marianelazaro,1
simoes_cassiano,aro_marcia,1
marleisousa1972,MarloneBHMG,1
marleisousa1972,Elainnefaria1,1
fabiolabarcela,TiciaEvans,1
jchaves1111,RozanaFranco,1
ivanxavierlima1,Elainnefaria1,1
ivanamorticia,FelipZimmer,1
itmekamila,joaodomenech,1
itmekamila,euailze,1
itmekamila,daniduncan,1
itmekamila,cesarcalejon1,1
itmekamila,cervejadgarrafa,1
itmekamila,buarqueana13,1
itmekamila,adamoantonioni,1
itmekamila,RonnyCombate,1
itmekamila,EdsonFilho74,1
itmekamila,DielNascimento4,1
itmekamila,DREEZ_171,1
itmekamila,CrisSilvaSJC,1
itaozin,CinthiaMagal,1
isaaclevyneto,UdaJuris2022,1
isaaclevyneto,Fiuzafirmao2,1
ines_fereira,LeandroMTakano,1
imflopadaa,lazarorosa25,1
ivanxavierlima1,MauricioCostaRS,1
ivanxavierlima1,aro_marcia,1
ivone_emilia,RonnyCombate,1
jadder1984,linapaulaqueir1,1
jchaves1111,LeoewalF,1
jchaves1111,JoaquinTeixeira,1
jchaves1111,FelipZimmer,1
jchaves1111,Douglasvet33,1
jchaves1111,DCDM115,1
jchaves1111,BolsonaroNews22,1
jchaves1111,AlvesContabeis,1
jadder1984,vanete_araujo,1
jadder1984,MauricioCostaRS,1
ivone_emilia,velhodoriorj,1
jadder1984,Luisoli21929060,1
jadder1984,JoaquinTeixeira,1
jacquietequila,martinha17_,1
jacquietequila,lugubremonotomo,1
jacquietequila,leojardels,1
jacquietequila,Pittyprovesi,1
jacquietequila,Karinegtoledo,1
jacquietequila,CarolPollice,1
imflopadaa,joaodomenech,1
imflopadaa,cesarcalejon1,1
