created_at,source,target
2022-11-22 20:33:18,AndrRgo1,CrisSilvaSJC
2022-11-22 20:33:19,Almir_del,CarlosS48442375
2022-11-22 20:33:19,vaz_eunice,daniduncan
2022-11-22 20:33:21,AndrRgo1,joaodomenech
2022-11-22 20:33:25,AndrRgo1,joaodomenech
2022-11-22 20:33:26,Mamarjl,marcosaraujjoo
2022-11-22 20:33:26,picrogo,consallys
2022-11-22 20:33:27,Veroavrib,MarcelaSaraivas
2022-11-22 20:33:29,AndrRgo1,cassiooliveir_
2022-11-22 20:33:31,vaz_eunice,buarqueana13
2022-11-22 20:33:33,AndrRgo1,OBrizolulista
2022-11-22 20:33:33,juracema_de,_Janoninho
2022-11-22 20:33:34,SEMPREGALO5,JoaquinTeixeira
2022-11-22 20:33:39,Almir_del,daniduncan
2022-11-22 20:33:39,vaz_eunice,nadiaprado7
2022-11-22 20:33:41,nsejalienado,MauricioCostaRS
2022-11-22 20:33:43,AndrRgo1,RonnyCombate
2022-11-22 20:33:43,AzMinhoka,FelipZimmer
2022-11-22 20:33:45,Veroavrib,lazarorosa25
2022-11-22 20:33:48,nsejalienado,vanete_araujo
2022-11-22 20:33:48,MarceloGouvea20,Livco
2022-11-22 20:33:50,AndrRgo1,oicram2016
2022-11-22 20:33:52,Veroavrib,cervejadgarrafa
2022-11-22 20:33:53,MarcianoBrito13,OsBrizolistas
2022-11-22 20:33:53,PauloBragaJr1,BrunoCalixto22
2022-11-22 20:33:55,AndrRgo1,CornetaCritica
2022-11-22 20:33:56,InesveronicaDe2,joaodomenech
2022-11-22 20:33:56,LiberdadeSOSFA,Danicarlasou
2022-11-22 20:33:58,analucia3g,lazarorosa25
2022-11-22 20:34:00,AndrRgo1,MarcianoBrito13
2022-11-22 20:34:03,vaz_eunice,EdsonFilho74
2022-11-22 20:34:06,AndrRgo1,adamoantonioni
2022-11-22 20:34:09,vaz_eunice,joaodomenech
2022-11-22 20:34:09,MarceloGouvea20,John_N4varro
2022-11-22 20:34:12,AndrRgo1,M_Cristian18
2022-11-22 20:34:12,Veroavrib,DREEZ_171
2022-11-22 20:34:14,Mamarjl,marcosaraujjoo
2022-11-22 20:34:15,AndrRgo1,_Janoninho
2022-11-22 20:34:17,MarceloGouvea20,camilapa21
2022-11-22 20:34:18,PauloBragaJr1,Luisoli21929060
2022-11-22 20:34:19,AndrRgo1,MarcianoBrito13
2022-11-22 20:34:23,AndrRgo1,marcosaraujjoo
2022-11-22 20:34:27,wacolan,JoaquinTeixeira
2022-11-22 20:34:27,Mamarjl,OBrizolulista
2022-11-22 20:34:28,Camisa_amarela3,Elainnefaria1
2022-11-22 20:34:30,AndrRgo1,gonagipe
2022-11-22 20:34:31,CintiaSAMello,BrunoCalixto22
2022-11-22 20:34:32,DeiaContin,MauricioCostaRS
2022-11-22 20:34:33,RosaEmilene,BrunoCalixto22
2022-11-22 20:34:34,AndrRgo1,CarlucciMurilo
2022-11-22 20:34:36,vaz_eunice,OsBrizolistas
2022-11-22 20:34:38,AndrRgo1,AngelJones_13
2022-11-22 20:34:40,SoniaKraucher,lazarorosa25
2022-11-22 20:34:46,AndrRgo1,_Janoninho
2022-11-22 20:34:47,vaz_eunice,joaodomenech
2022-11-22 20:34:52,AndrRgo1,marcosaraujjoo
2022-11-22 20:34:56,AndrRgo1,CornetaCritica
2022-11-22 20:34:59,lelacohen,UdaJuris2022
2022-11-22 20:35:00,AndrRgo1,MarcianoBrito13
2022-11-22 20:35:01,AUGUSTOBISPO01,Elainnefaria1
2022-11-22 20:35:01,monteiro_marci,vanzuty
2022-11-22 20:35:07,AndrRgo1,zurenemanique
2022-11-22 20:35:11,analucia3g,_Janoninho
2022-11-22 20:35:12,AndrRgo1,JosDonizettiVi3
2022-11-22 20:35:14,clarahcantunes,vanzuty
2022-11-22 20:35:14,ailtoncasares1,_Janoninho
2022-11-22 20:35:15,AndrRgo1,didizinhailha
2022-11-22 20:35:17,Veroavrib,nadiaprado7
2022-11-22 20:35:17,Almir_del,zurenemanique
2022-11-22 20:35:18,AndrRgo1,OBrizolulista
2022-11-22 20:35:19,clarahcantunes,PatriaAmada0709
2022-11-22 20:35:21,AndrRgo1,_Janoninho
2022-11-22 20:35:21,ANTONIOCAJNIOR1,joaodomenech
2022-11-22 20:35:22,AndreiaPatroci2,marcosaraujjoo
2022-11-22 20:35:22,AndreiaPatroci2,marcosaraujjoo
2022-11-22 20:35:25,AndrRgo1,ElzaAugusta
2022-11-22 20:35:28,AndrRgo1,winsletpaulson
2022-11-22 20:35:30,AUGUSTOBISPO01,MauricioCostaRS
2022-11-22 20:35:33,RosaEmilene,FelipZimmer
2022-11-22 20:35:34,AUGUSTOBISPO01,Suzano_info
2022-11-22 20:35:35,wacolan,Suzano_info
2022-11-22 20:35:39,conciliele,marcosaraujjoo
2022-11-22 20:35:45,AndrRgo1,giordano_girl
2022-11-22 20:35:48,AndrRgo1,LulaSilvaLivre
2022-11-22 20:35:48,M43517356Maria,JoaquinTeixeira
2022-11-22 20:35:49,clarahcantunes,mjmacul_lima
2022-11-22 20:35:52,wacolan,FelipZimmer
2022-11-22 20:35:57,clarahcantunes,Sampafalke
2022-11-22 20:35:58,M43517356Maria,vanete_araujo
2022-11-22 20:36:02,clarahcantunes,Oconservador38
2022-11-22 20:36:05,monteiro_marci,WillianWillCG
2022-11-22 20:36:06,TEATRO1994,MarcelaSaraivas
2022-11-22 20:36:09,AndrRgo1,joaodomenech
2022-11-22 20:36:09,djferne2022,BrunoCalixto22
2022-11-22 20:36:11,M43517356Maria,JoaquinTeixeira
2022-11-22 20:36:12,AUGUSTOBISPO01,Danicarlasou
2022-11-22 20:36:12,AndrRgo1,TiciaEvans
2022-11-22 20:36:14,Almir_del,ElzaAugusta
2022-11-22 20:36:15,AndrRgo1,CrisSilvaSJC
2022-11-22 20:36:16,RayaneRengifo,CinthiaMagal
2022-11-22 20:36:18,monteiro_marci,DCDM115
2022-11-22 20:36:20,SoniaKraucher,_Janoninho
2022-11-22 20:36:23,djferne2022,Suzano_info
2022-11-22 20:36:27,monteiro_marci,AppelLuciano
2022-11-22 20:36:31,alexalves198889,FelipZimmer
2022-11-22 20:36:39,monteiro_marci,MarloneBHMG
2022-11-22 20:36:40,AndrRgo1,kelvin_a10
2022-11-22 20:36:48,clarahcantunes,PatriaAmada0709
2022-11-22 20:36:48,LKurudez,_Janoninho
2022-11-22 20:36:54,monteiro_marci,lugubremonotomo
2022-11-22 20:37:08,Patrcia01777362,_Janoninho
2022-11-22 20:37:10,alexalves198889,Wallcostajf
2022-11-22 20:37:13,monteiro_marci,Karinegtoledo
2022-11-22 20:37:14,igorxps_,BrunoCalixto22
2022-11-22 20:37:19,MarcoRS1984,_Janoninho
2022-11-22 20:37:19,MissRosyF,EduPatricioSP
2022-11-22 20:37:20,Almir_del,JosDonizettiVi3
2022-11-22 20:37:25,kerssia10,lazarorosa25
2022-11-22 20:37:30,djferne2022,aro_marcia
2022-11-22 20:37:31,kerssia10,consallys
2022-11-22 20:37:32,EriveltonPaixao,Danicarlasou
2022-11-22 20:37:32,CintiaSAMello,Wallcostajf
2022-11-22 20:37:33,RSPeres2,JoaquinTeixeira
2022-11-22 20:37:39,EriveltonPaixao,CinthiaMagal
2022-11-22 20:37:39,kerssia10,DREEZ_171
2022-11-22 20:37:47,Almir_del,joaodomenech
2022-11-22 20:37:50,kerssia10,euailze
2022-11-22 20:37:55,_kleber_silva,consallys
2022-11-22 20:37:55,kerssia10,MarcelaSaraivas
2022-11-22 20:38:00,AnaRuthAlmeida1,_Janoninho
2022-11-22 20:38:04,Bete90071388,mharcu_
2022-11-22 20:38:05,Almir_del,gonagipe
2022-11-22 20:38:05,carlosrafer,lazarorosa25
2022-11-22 20:38:06,fabimazzeron,BrunoCalixto22
2022-11-22 20:38:07,_kleber_silva,joaodomenech
2022-11-22 20:38:08,elianefernandas,marcosaraujjoo
2022-11-22 20:38:09,TysudaLuiz,well_scosta
2022-11-22 20:38:11,Tricolorspfc00,LucianaSV29
2022-11-22 20:38:12,kerssia10,joaodomenech
2022-11-22 20:38:14,Astuto31111581,joaodomenech
2022-11-22 20:38:14,mariaau15487649,RejaneBP38
2022-11-22 20:38:15,_kleber_silva,CarlosS48442375
2022-11-22 20:38:16,AndreiaPatroci2,RonnyCombate
2022-11-22 20:38:21,fabimazzeron,DCDM115
2022-11-22 20:38:21,anpgo,lazarorosa25
2022-11-22 20:38:21,_kleber_silva,_Janoninho
2022-11-22 20:38:22,twitLacro,JoaquinTeixeira
2022-11-22 20:38:26,_kleber_silva,MarcelaSaraivas
2022-11-22 20:38:26,fabimazzeron,JoaquinTeixeira
2022-11-22 20:38:28,Ravelo_Mortimer,Suzano_info
2022-11-22 20:38:29,MarioZocc,_Janoninho
2022-11-22 20:38:31,fabimazzeron,UdaJuris2022
2022-11-22 20:38:32,anpgo,joaodomenech
2022-11-22 20:38:34,_kleber_silva,nadiaprado7
2022-11-22 20:38:38,Almir_del,winsletpaulson
2022-11-22 20:38:39,jchaves1111,vanzuty
2022-11-22 20:38:45,conciliele,Sampafalke
2022-11-22 20:38:45,cesarduduca,consallys
2022-11-22 20:38:52,_kleber_silva,joaodomenech
2022-11-22 20:38:56,ClaudiaGean5,FelipZimmer
2022-11-22 20:38:57,Soraya41633025,joaodomenech
2022-11-22 20:39:05,_kleber_silva,OBrizolulista
2022-11-22 20:39:06,SOS_FFAA_2023,claudiofalatudo
2022-11-22 20:39:11,SOS_FFAA_2023,UdaJuris2022
2022-11-22 20:39:16,cesarduduca,DREEZ_171
2022-11-22 20:39:17,myagaucha,BrunoCalixto22
2022-11-22 20:39:18,AndreiaPatroci2,EdsonFilho74
2022-11-22 20:39:18,clarahcantunes,NikoIasFerreira
2022-11-22 20:39:18,SOS_FFAA_2023,Wallcostajf
2022-11-22 20:39:19,M43517356Maria,BarretoAdriana6
2022-11-22 20:39:20,Soraya41633025,_Janoninho
2022-11-22 20:39:21,MarcoRS1984,_Janoninho
2022-11-22 20:39:21,_kleber_silva,RonnyCombate
2022-11-22 20:39:24,InesveronicaDe2,CornetaCritica
2022-11-22 20:39:26,cesarduduca,lolaescreva
2022-11-22 20:39:27,EriveltonPaixao,lugubremonotomo
2022-11-22 20:39:30,Murilr85652911,Kaiqueporto32
2022-11-22 20:39:33,cesarduduca,OBrizolulista
2022-11-22 20:39:33,EriveltonPaixao,John_N4varro
2022-11-22 20:39:36,SOS_FFAA_2023,aro_marcia
2022-11-22 20:39:37,paulophb57,_Janoninho
2022-11-22 20:39:38,4rrud4,cunha_dil
2022-11-22 20:39:39,Ravelo_Mortimer,JoaquinTeixeira
2022-11-22 20:39:40,_kleber_silva,CrisSilvaSJC
2022-11-22 20:39:44,_kleber_silva,CornetaCritica
2022-11-22 20:39:45,carlosrafer,MarcianoBrito13
2022-11-22 20:39:47,analucasdel,lazarorosa25
2022-11-22 20:39:49,Murilr85652911,Suzano_info
2022-11-22 20:39:52,Ravelo_Mortimer,Karinegtoledo
2022-11-22 20:39:53,carlosmouramelo,_Janoninho
2022-11-22 20:39:54,_kleber_silva,_Janoninho
2022-11-22 20:39:56,Claudia94622157,joaodomenech
2022-11-22 20:39:59,_kleber_silva,oicram2016
2022-11-22 20:40:00,monteiro_marci,julyylacerda
2022-11-22 20:40:01,Murilr85652911,UdaJuris2022
2022-11-22 20:40:02,carlosrafer,joaodomenech
2022-11-22 20:40:05,lelacohen,JoaquinTeixeira
2022-11-22 20:40:08,EriveltonPaixao,Karinegtoledo
2022-11-22 20:40:08,_kleber_silva,M_Cristian18
2022-11-22 20:40:08,cesarduduca,ElzaAugusta
2022-11-22 20:40:08,AnaRuthAlmeida1,_Janoninho
2022-11-22 20:40:10,analucasdel,_Janoninho
2022-11-22 20:40:12,Annotata1,Suzano_info
2022-11-22 20:40:13,_kleber_silva,MarcianoBrito13
2022-11-22 20:40:15,monteiro_marci,LidiaConta
2022-11-22 20:40:16,_kleber_silva,CornetaCritica
2022-11-22 20:40:19,rooseveltribam3,joaodomenech
2022-11-22 20:40:19,_kleber_silva,_Janoninho
2022-11-22 20:40:20,GigiSan18731665,BrunoCalixto22
2022-11-22 20:40:20,Almir_del,fonncllau10
2022-11-22 20:40:22,_kleber_silva,OceanAlves
2022-11-22 20:40:25,_kleber_silva,sorayabborges
2022-11-22 20:40:26,Fabola07797913,_Janoninho
2022-11-22 20:40:27,monteiro_marci,belcrischagas
2022-11-22 20:40:27,SOS_FFAA_2023,lugubremonotomo
2022-11-22 20:40:28,_kleber_silva,OsBrizolistas
2022-11-22 20:40:29,SOS_FFAA_2023,BarretoAdriana6
2022-11-22 20:40:32,MissRosyF,Tio_Mou
2022-11-22 20:40:41,MarioZocc,_Janoninho
2022-11-22 20:40:43,Annotata1,FelipZimmer
2022-11-22 20:40:47,keissy_karla,Kaiqueporto32
2022-11-22 20:40:47,lelacohen,THECarluxo
2022-11-22 20:40:50,Murilr85652911,FelipZimmer
2022-11-22 20:40:53,CELSORICARDOLo6,JoaquinTeixeira
2022-11-22 20:40:56,Almir_del,_Janoninho
2022-11-22 20:40:57,GigiSan18731665,FelipZimmer
2022-11-22 20:40:59,keissy_karla,Luisoli21929060
2022-11-22 20:41:01,Murilr85652911,JoaquinTeixeira
2022-11-22 20:41:02,Ravelo_Mortimer,FelipZimmer
2022-11-22 20:41:04,GigiSan18731665,JoaquinTeixeira
2022-11-22 20:41:07,ClaudiaGean5,DCDM115
2022-11-22 20:41:09,Bete90071388,DielNascimento4
2022-11-22 20:41:13,NatyeMew,MauricioCostaRS
2022-11-22 20:41:15,clarahcantunes,gabrielpaulo221
2022-11-22 20:41:18,NatyeMew,BrunoCalixto22
2022-11-22 20:41:29,Almir_del,TiciaEvans
2022-11-22 20:41:30,jemiliosilva7,MauricioCostaRS
2022-11-22 20:41:32,adsrocha6,joaodomenech
2022-11-22 20:41:39,CelloCastro,lazarorosa25
2022-11-22 20:41:42,Antonio22759110,JoaquinTeixeira
2022-11-22 20:41:42,Ravelo_Mortimer,Felipefaria777
2022-11-22 20:41:44,NatyeMew,linapaulaqueir1
2022-11-22 20:41:46,EriveltonPaixao,DCDM115
2022-11-22 20:41:47,AndreiaPatroci2,MarcianoBrito13
2022-11-22 20:41:54,Annotata1,UdaJuris2022
2022-11-22 20:41:56,PrimilaMaria,marcosaraujjoo
2022-11-22 20:41:58,Fabola07797913,_Janoninho
2022-11-22 20:42:08,NatyeMew,gabrielpaulo221
2022-11-22 20:42:11,roberto14874577,Danicarlasou
2022-11-22 20:42:15,Ravelo_Mortimer,almacigana7
2022-11-22 20:42:16,marinezteixeir1,JoaquinTeixeira
2022-11-22 20:42:20,FELIPE15109281,marcosaraujjoo
2022-11-22 20:42:28,Astuto31111581,joaodomenech
2022-11-22 20:42:29,klausadico,AppelLuciano
2022-11-22 20:42:29,anpgo,ElzaAugusta
2022-11-22 20:42:35,anpgo,CrisSilvaSJC
2022-11-22 20:42:45,ProsecutorMaste,EdsonFilho74
2022-11-22 20:42:46,lelacohen,guto_mendez2
2022-11-22 20:42:48,Antonio22759110,Suzano_info
2022-11-22 20:43:06,cypher4protect,JoaquinTeixeira
2022-11-22 20:43:07,klausadico,BrunoCalixto22
2022-11-22 20:43:17,bubuzinha,OsBrizolistas
2022-11-22 20:43:19,Ravelo_Mortimer,KaiolOof
2022-11-22 20:43:29,eliasoliveiradm,UdaJuris2022
2022-11-22 20:43:29,alexalves198889,aro_marcia
2022-11-22 20:43:32,bubuzinha,sorayabborges
2022-11-22 20:43:40,klausadico,CinthiaMagal
2022-11-22 20:43:42,Murilr85652911,BarretoAdriana6
2022-11-22 20:43:45,Astuto31111581,consallys
2022-11-22 20:43:54,anpgo,SamuraiChines
2022-11-22 20:44:02,analucasdel,_Janoninho
2022-11-22 20:44:03,Luizcar20598106,Dan_SK
2022-11-22 20:44:06,klausadico,lugubremonotomo
2022-11-22 20:44:12,analucasdel,DREEZ_171
2022-11-22 20:44:15,Antonio22759110,Wallcostajf
2022-11-22 20:44:15,HelioKieras,FelipZimmer
2022-11-22 20:44:26,Soraya41633025,EdsonFilho74
2022-11-22 20:44:27,klausadico,Suzano_info
2022-11-22 20:44:39,Guilher35734223,MauricioCostaRS
2022-11-22 20:44:50,PrimilaMaria,euailze
2022-11-22 20:44:50,klausadico,KaiolOof
2022-11-22 20:44:52,cypher4protect,Wallcostajf
2022-11-22 20:44:54,Soraya41633025,RonnyCombate
2022-11-22 20:44:56,Claudia94622157,cesarcalejon1
2022-11-22 20:44:58,PrimilaMaria,MarcelaSaraivas
2022-11-22 20:45:00,Viviane65301340,Danicarlasou
2022-11-22 20:45:01,bozo_bot,marcosaraujjoo
2022-11-22 20:45:05,vaz_eunice,euailze
2022-11-22 20:45:05,PrimilaMaria,daniduncan
2022-11-22 20:45:10,klausadico,goncalves273
2022-11-22 20:45:11,SilvaRilana,julyylacerda
2022-11-22 20:45:11,vaz_eunice,_Janoninho
2022-11-22 20:45:11,PrimilaMaria,_Janoninho
2022-11-22 20:45:17,klausadico,WillianWillCG
2022-11-22 20:45:32,AnnieDuarte14,um_forte
2022-11-22 20:45:35,sheila_sadaf,Suzano_info
2022-11-22 20:45:35,PrimilaMaria,buarqueana13
2022-11-22 20:45:37,klausadico,MarloneBHMG
2022-11-22 20:45:38,clarahcantunes,SillvaDanizinha
2022-11-22 20:45:43,PrimilaMaria,cesarcalejon1
2022-11-22 20:45:43,Viviane65301340,Wallcostajf
2022-11-22 20:45:43,EriveltonPaixao,izaiaasp
2022-11-22 20:45:44,sheila_sadaf,JoaquinTeixeira
2022-11-22 20:45:52,SoniaKraucher,_Janoninho
2022-11-22 20:45:54,Murilr85652911,marianelazaro
2022-11-22 20:46:10,M43517356Maria,arilluz
2022-11-22 20:46:11,antuerpiallana,MauricioCostaRS
2022-11-22 20:46:16,klausadico,gabrielpaulo221
2022-11-22 20:46:24,Augustogilbucze,FelipZimmer
2022-11-22 20:46:24,vaz_eunice,MarcianoBrito13
2022-11-22 20:46:25,michelle_psg,Danicarlasou
2022-11-22 20:46:29,zz4fap,claudiofalatudo
2022-11-22 20:46:35,vaz_eunice,joaodomenech
2022-11-22 20:46:35,NatyeMew,joelmonteyro
2022-11-22 20:46:36,Izabelbelel1,JoaquinTeixeira
2022-11-22 20:46:37,AndrezaMarks,JoaquinTeixeira
2022-11-22 20:46:37,SilvaRilana,almacigana7
2022-11-22 20:46:39,EdsonRo82470791,Kaiqueporto32
2022-11-22 20:46:41,zz4fap,marcosaraujjoo
2022-11-22 20:46:47,vaz_eunice,zurenemanique
2022-11-22 20:46:55,zz4fap,consallys
2022-11-22 20:46:57,MarioZocc,_Janoninho
2022-11-22 20:46:58,Soraya41633025,MarcianoBrito13
2022-11-22 20:46:58,SilvaRilana,Douglasvet33
2022-11-22 20:47:00,vaz_eunice,MarcianoBrito13
2022-11-22 20:47:01,EurivaldoLima10,_Janoninho
2022-11-22 20:47:02,Murilr85652911,MarloneBHMG
2022-11-22 20:47:02,zz4fap,cervejadgarrafa
2022-11-22 20:47:04,NatyeMew,marcoaurelio969
2022-11-22 20:47:20,EurivaldoLima10,_Janoninho
2022-11-22 20:47:20,Murilr85652911,rexbonafide
2022-11-22 20:47:24,Flavioh007,Tio_Mou
2022-11-22 20:47:25,klausadico,um_forte
2022-11-22 20:47:27,EdsonRo82470791,UdaJuris2022
2022-11-22 20:47:27,Murilr85652911,John_N4varro
2022-11-22 20:47:30,eduzanete,_Janoninho
2022-11-22 20:47:40,SilvaRilana,Andrisa01
2022-11-22 20:47:43,TEATRO1994,euailze
2022-11-22 20:47:50,michelle_psg,Wallcostajf
2022-11-22 20:47:52,elibarbosa1212,_Janoninho
2022-11-22 20:47:58,facchini_r,JoaquinTeixeira
2022-11-22 20:48:13,conciliele,queenvermelha13
2022-11-22 20:48:13,DKen79857614,Suzano_info
2022-11-22 20:48:15,marinezteixeir1,Luisoli21929060
2022-11-22 20:48:24,jchaves1111,BolsonaroNews22
2022-11-22 20:48:29,carlosrafer,MarcianoBrito13
2022-11-22 20:48:33,zz4fap,CrisSilvaSJC
2022-11-22 20:48:35,marinezteixeir1,Edu210670
2022-11-22 20:48:41,PolimLimeira,Wallcostajf
2022-11-22 20:48:49,Murilr85652911,izaiaasp
2022-11-22 20:48:52,EurivaldoLima10,RonnyCombate
2022-11-22 20:48:53,DelmaGodoy,PauloRo67507775
2022-11-22 20:48:59,marinezteixeir1,UdaJuris2022
2022-11-22 20:49:01,eduzanete,queenvermelha13
2022-11-22 20:49:06,AndreiaPatroci2,consallys
2022-11-22 20:49:12,SeSodyne,Danicarlasou
2022-11-22 20:49:13,vitofeliccio,JoaquinTeixeira
2022-11-22 20:49:14,Soraya41633025,marcosaraujjoo
2022-11-22 20:49:20,AndreiaPatroci2,_Janoninho
2022-11-22 20:49:24,TEATRO1994,MarcianoBrito13
2022-11-22 20:49:25,DavidSa35681946,claudiofalatudo
2022-11-22 20:49:25,AndrezaMarks,Wallcostajf
2022-11-22 20:49:28,AndreiaPatroci2,lolaescreva
2022-11-22 20:49:36,michelle_psg,gabrielpaulo221
2022-11-22 20:49:37,marinezteixeir1,vanete_araujo
2022-11-22 20:49:42,clarahcantunes,Tricolorspfc00
2022-11-22 20:49:56,vaz_eunice,CrisSilvaSJC
2022-11-22 20:49:57,arquitetobraga,JoaquinTeixeira
2022-11-22 20:49:59,AndreiaPatroci2,nadiaprado7
2022-11-22 20:50:02,analucasdel,kelvin_a10
2022-11-22 20:50:03,Murilr85652911,eoliveira2003
2022-11-22 20:50:06,Fabiana29202402,cervejadgarrafa
2022-11-22 20:50:07,AndreiaPatroci2,euailze
2022-11-22 20:50:09,mluiza1216,Tio_Mou
2022-11-22 20:50:09,vaz_eunice,lucivaniasousa
2022-11-22 20:50:11,Vinh1Patriciamp,Kaiqueporto32
2022-11-22 20:50:12,AndreiaPatroci2,DREEZ_171
2022-11-22 20:50:12,vitofeliccio,LeoniceMariana1
2022-11-22 20:50:13,Karina42097974,MauricioCostaRS
2022-11-22 20:50:19,AndreiaPatroci2,cervejadgarrafa
2022-11-22 20:50:24,elA58735258,Suzano_info
2022-11-22 20:50:35,EurivaldoLima10,joaodomenech
2022-11-22 20:50:37,Sabelhinhaa,_Janoninho
2022-11-22 20:50:38,M43517356Maria,PatriaAmada0709
2022-11-22 20:50:40,AndreiaPatroci2,MarcelaSaraivas
2022-11-22 20:50:45,Guirodox_,lazarorosa25
2022-11-22 20:50:45,Sabelhinhaa,_Janoninho
2022-11-22 20:50:47,jean_c_d_,JoaquinTeixeira
2022-11-22 20:50:48,AndreiaPatroci2,claudiofalatudo
2022-11-22 20:50:48,Guirodox_,euailze
2022-11-22 20:50:56,vaz_eunice,kelvin_a10
2022-11-22 20:50:56,AndreiaPatroci2,_Janoninho
2022-11-22 20:50:57,mauriliofc,MauricioCostaRS
2022-11-22 20:51:04,AndreiaPatroci2,_Janoninho
2022-11-22 20:51:07,ProsecutorMaste,DREEZ_171
2022-11-22 20:51:10,CELSORICARDOLo6,julyylacerda
2022-11-22 20:51:16,AndreiaPatroci2,cesarcalejon1
2022-11-22 20:51:19,RenildoBrito5,Suzano_info
2022-11-22 20:51:20,elA58735258,Danicarlasou
2022-11-22 20:51:20,AnnieDuarte14,sueli06832725
2022-11-22 20:51:24,CValgueredo,DREEZ_171
2022-11-22 20:51:25,Wagnerhipolito6,JoaquinTeixeira
2022-11-22 20:51:26,Fabiana29202402,joaodomenech
2022-11-22 20:51:29,Wagnerhipolito6,Danicarlasou
2022-11-22 20:51:31,elibarbosa1212,_Janoninho
2022-11-22 20:51:32,RobenildoOlive7,Danicarlasou
2022-11-22 20:51:34,Murilr85652911,PauloRo67507775
2022-11-22 20:51:35,arquitetobraga,Wallcostajf
2022-11-22 20:51:37,vaz_eunice,joaodomenech
2022-11-22 20:51:41,CELSORICARDOLo6,HelenaMeis
2022-11-22 20:51:41,ac13131313,_Janoninho
2022-11-22 20:51:43,RobenildoOlive7,Suzano_info
2022-11-22 20:51:44,AndreiaPatroci2,DielNascimento4
2022-11-22 20:51:44,elibarbosa1212,LucianaMSSanch1
2022-11-22 20:51:47,marinezteixeir1,botdosul
2022-11-22 20:51:49,JAIRNUBIALIMA,Suzano_info
2022-11-22 20:51:49,CELSORICARDOLo6,Livco
2022-11-22 20:51:51,CARMO10813969,marianelazaro
2022-11-22 20:51:56,CELSORICARDOLo6,willmourds
2022-11-22 20:52:03,AndreiaPatroci2,CrisSilvaSJC
2022-11-22 20:52:05,BobNoza,_Janoninho
2022-11-22 20:52:05,CELSORICARDOLo6,belcrischagas
2022-11-22 20:52:07,zz4fap,RonnyCombate
2022-11-22 20:52:07,oiii__rodrigo,lazarorosa25
2022-11-22 20:52:08,AndreiaPatroci2,lazarorosa25
2022-11-22 20:52:09,Sabelhinhaa,_Janoninho
2022-11-22 20:52:10,oiii__rodrigo,consallys
2022-11-22 20:52:11,RenildoBrito5,FelipZimmer
2022-11-22 20:52:14,oiii__rodrigo,buarqueana13
2022-11-22 20:52:14,SilviaC34471888,UdaJuris2022
2022-11-22 20:52:15,AndreiaPatroci2,marcosaraujjoo
2022-11-22 20:52:16,oiii__rodrigo,euailze
2022-11-22 20:52:20,AndreiaPatroci2,joaodomenech
2022-11-22 20:52:22,JodinaF,Danicarlasou
2022-11-22 20:52:23,Murilr85652911,HelenaMeis
2022-11-22 20:52:26,AndreiaPatroci2,buarqueana13
2022-11-22 20:52:26,alexand38859437,claudiofalatudo
2022-11-22 20:52:26,JAIRNUBIALIMA,FelipZimmer
2022-11-22 20:52:29,AstralSandro,buarqueana13
2022-11-22 20:52:32,arquitetobraga,KaiolOof
2022-11-22 20:52:36,AndreiaPatroci2,adamoantonioni
2022-11-22 20:52:37,mauriliofc,Wallcostajf
2022-11-22 20:52:44,Murilr85652911,PatriaAmada0709
2022-11-22 20:52:44,Wagnerhipolito6,Suzano_info
2022-11-22 20:52:46,PAULOQU50298291,Kaiqueporto32
2022-11-22 20:52:46,marinezteixeir1,Tio_Mou
2022-11-22 20:52:55,AndreiaPatroci2,joaodomenech
2022-11-22 20:52:57,alexand38859437,marcosaraujjoo
2022-11-22 20:52:58,Sabelhinhaa,_Janoninho
2022-11-22 20:52:59,Wagnerhipolito6,Andrisa01
2022-11-22 20:53:03,elA58735258,BrunoCalixto22
2022-11-22 20:53:03,dulcicechinel_,Wallcostajf
2022-11-22 20:53:04,AndreiaPatroci2,OBrizolulista
2022-11-22 20:53:04,arquitetobraga,Luisoli21929060
2022-11-22 20:53:12,JodinaF,Wallcostajf
2022-11-22 20:53:13,AndreiaPatroci2,CarlosS48442375
2022-11-22 20:53:16,rooseveltribam3,buarqueana13
2022-11-22 20:53:17,arquitetobraga,mmichelemartins
2022-11-22 20:53:18,luisalv010474,daniduncan
2022-11-22 20:53:23,Fabiana29202402,MarcelaSaraivas
2022-11-22 20:53:23,AndreiaPatroci2,cassiooliveir_
2022-11-22 20:53:28,Fabiana29202402,consallys
2022-11-22 20:53:32,CARMO10813969,MauricioCostaRS
2022-11-22 20:53:33,Fabiana29202402,DREEZ_171
2022-11-22 20:53:34,arquitetobraga,Karinegtoledo
2022-11-22 20:53:36,Soraya41633025,claudiofalatudo
2022-11-22 20:53:37,JAIRNUBIALIMA,marianelazaro
2022-11-22 20:53:37,Fabiana29202402,euailze
2022-11-22 20:53:41,alexand38859437,lucivaniasousa
2022-11-22 20:53:45,AndreiaPatroci2,M_Cristian18
2022-11-22 20:53:49,alexand38859437,marcosaraujjoo
2022-11-22 20:53:50,Fabiana29202402,joaodomenech
2022-11-22 20:53:53,AstralSandro,danielmarks17
2022-11-22 20:53:54,luisalv010474,lazarorosa25
2022-11-22 20:53:55,AndreiaPatroci2,lucivaniasousa
